car_year,car_brand,car_model,mileage,has_original_invoice,state_of_origin,simulated_loan_amount
2014,,CR-V,,Si,CDMX,148000.0
2023,,RIO,,Si,CDMX,168000.0
,,X3,,Si,EDOMEX,677600.0
2018,,Gol,,Si,EDOMEX,96000.0
2020,,Attitude,,No,Veracruz,102400.0
2014,,Fluence,,Si,Chihuahua,75200.0
2018,,ACCENT,,Si,EDOMEX,112800.0
2015,,Pathfinder,,Si,CDMX,160800.0
2023,,Attitude,,Si,CDMX,128800.0
2015,,Escape,,Si,EDOMEX,128000.0
2019,,Altima,,Si,EDOMEX,188800.0
2016,,Spark,,Si,CDMX,56240.0
2013,,Swift,,Si,EDOMEX,84000.0
2019,,Duster,,No,EDOMEX,120000.0
2023,,MG5,,Si,EDOMEX,151200.0
2014,,Duster,,Si,EDOMEX,80000.0
2017,,Ibiza,,Si,CDMX,108000.0
,,Aveo,,No,EDOMEX,159920.0
2020,,Aveo,,Si,CDMX,109040.0
2021,,CX5,,Si,Nuevo León,244800.0
2023,,X6,,Si,CDMX,799200.0
2014,,301,,No,Puebla,62400.0
2021,,Sentra,,Si,CDMX,206400.0
2016,,Q50,,Si,CDMX,151200.0
2013,,Fiesta,,Si,EDOMEX,61200.0
2015,,FIT,,Si,CDMX,100000.0
2017,,Logan,,Si,CDMX,68000.0
2016,,SPORTAGE,,Si,CDMX,141600.0
2019,,Aveo,,Si,Hidalgo,108320.0
2017,,Mazda 3,,Si,CDMX,148800.0
2013,,Eco Sport,,Si,EDOMEX,96000.0
2023,,Taigun,,Si,CDMX,224000.0
2016,,Journey,,Si,San Luis Potosí,130400.0
,,CS35 Plus,,No,EDOMEX,200320.0
2016,,Vento,,Si,EDOMEX,96000.0
2018,,SOUL,,Si,Tamaulipas,145600.0
2021,,Vitara,,No,Campeche,198400.0
2018,,CR-V,,Si,CDMX,218400.0
2016,,GRAND I10,,Si,CDMX,92000.0
2023,,Onix,,No,CDMX,180000.0
2019,,Beat,,Si,Morelos,95200.0
2015,,Passat,,Si,CDMX,132800.0
,,Aveo,,No,CDMX,160000.0
2018,,Hiace,,Si,EDOMEX,214400.0
2013,,Journey,,Si,EDOMEX,115200.0
2021,,Sentra,,Si,CDMX,168800.0
2017,,Tornado,,Si,CDMX,109600.0
2017,,Versa,,Si,Sinaloa,108800.0
2016,,Jetta Nuevo,,Si,CDMX,104800.0
2023,,GRAND I10,,Si,CDMX,121680.0
2017,,FORTE,,Si,Veracruz,120800.0
2018,,RIO,,Si,Nuevo León,134400.0
2016,,FORTE,,Si,CDMX,107200.0
2018,,Jetta Nuevo,,Si,EDOMEX,122400.0
2014,,208,,Si,CDMX,73600.0
2013,,Estacas,,Si,EDOMEX,102400.0
2020,,Beat,,Si,Jalisco,95200.0
2013,,Ibiza,,Si,CDMX,80800.0
2023,,MG5,,Si,CDMX,172000.0
2023,,Groove,,Si,Morelos,207200.0
2020,,Aveo,,Si,CDMX,115920.0
2019,,Cavalier,,Si,EDOMEX,122400.0
2019,,Ignis,,Si,EDOMEX,110400.0
2018,,CLASE V,,Si,Morelos,352800.0
2021,,March,,Si,CDMX,150400.0
,,Tiggo 4 pro,,No,Puebla,259200.0
2013,,Ibiza,,Si,Puebla,80000.0
2013,,CC,,Si,CDMX,112800.0
2015,,Q50,,Si,EDOMEX,145600.0
2015,,Vento,,Si,Hidalgo,84000.0
2015,,Gol,,Si,EDOMEX,72800.0
2021,,XC60,,Si,EDOMEX,403200.0
2016,,CX5,,Si,CDMX,155200.0
2015,,Jetta Clasico,,Si,EDOMEX,92800.0
2018,,Frontier,,Si,CDMX,188800.0
2018,,FORTE,,Si,CDMX,130400.0
2013,,Aveo,,Si,Puebla,55760.0
2015,,X Trail,,Si,CDMX,147200.0
2019,,F-250,,Si,EDOMEX,518400.0
2014,,Focus,,Si,CDMX,80800.0
2016,,Jetta Nuevo,,Si,EDOMEX,107200.0
2013,,Fiesta,,Si,EDOMEX,61200.0
,,CS55 Plus,,Si,Quintana Roo,271680.0
2018,,Versa,,Si,CDMX,110400.0
2013,,Evoque,,Si,EDOMEX,192000.0
2023,,2008,,Si,Tlaxcala,245600.0
2017,,Versa,,Si,Yucatán,108800.0
2017,,Aveo,,No,CDMX,76800.0
2019,,Beat,,Si,Guanajuato,101600.0
2019,,Versa,,Si,Durango,112000.0
2021,,Aveo,,No,Yucatán,115760.0
2016,,Duster,,Si,CDMX,93600.0
2014,,Vento,,Si,EDOMEX,78400.0
2020,,Versa,,No,CDMX,133600.0
2016,,Aveo,,Si,CDMX,72000.0
2019,,Serie 4,,Si,CDMX,561600.0
2017,,Urvan,,Si,EDOMEX,218400.0
2016,,Equinox,,Si,Morelos,137600.0
2014,,S60,,Si,CDMX,117600.0
2013,,Range Rover,,Si,CDMX,309600.0
,,Onix,,No,CDMX,173600.0
2013,,Town,,Si,CDMX,102400.0
2014,,Note,,Si,CDMX,79200.0
2013,,Gol,,Si,EDOMEX,58400.0
2019,,Figo,,No,EDOMEX,103600.0
2019,,X Trail,,Si,CDMX,189600.0
2017,,ILX,,No,CDMX,162400.0
2013,,Edge,,Si,CDMX,118400.0
2017,,MX5 RETRACTABLE I SPORT,,,,80000.0
2022,,GRAND I10,,Si,Chihuahua,127120.0
2015,,Aveo,,Si,CDMX,64560.0
2019,,X Trail,,Si,CDMX,252000.0
,,Blazer,,Si,CDMX,588000.0
2018,,March,,Si,Oaxaca,90400.0
2017,,Aveo,,Si,CDMX,76800.0
2015,,Sonic,,Si,EDOMEX,79200.0
2023,,Swift,,No,CDMX,150400.0
2019,,FORTE,,Si,CDMX,136000.0
2019,,Swift,,Si,EDOMEX,152800.0
2016,,Ciaz,,Si,CDMX,88000.0
2019,,Toledo,,Si,EDOMEX,126400.0
2019,,Avanza,,Si,EDOMEX,141600.0
2021,,Versa,,Si,EDOMEX,139200.0
2014,,RAV4,,Si,Morelos,136000.0
2016,,Ibiza,,Si,Morelos,99200.0
2023,,Attitude,,Si,CDMX,128800.0
,,Captiva,,No,CDMX,293600.0
2016,,Versa,,Si,EDOMEX,92800.0
2018,,Attitude,,Si,CDMX,93600.0
2018,,A4,,No,CDMX,257600.0
2014,,Highlander,,Si,EDOMEX,188000.0
2020,,Vitara,,Si,CDMX,192800.0
2014,,Town,,Si,EDOMEX,110400.0
2013,,Ibiza,,Si,Tlaxcala,74400.0
2014,,Clase C,,Si,EDOMEX,131200.0
2020,,Vento,,Si,CDMX,150400.0
,,HS,,Si,Sonora,245600.0
2017,,Jetta Nuevo,,Si,CDMX,130400.0
2020,,Versa,,Si,Morelos,142400.0
2018,,Cavalier,,Si,CDMX,111120.0
2017,,GRAND I10,,Si,EDOMEX,89120.0
2018,,FORTE,,Si,EDOMEX,110400.0
2016,,March,,Si,CDMX,75200.0
2021,,Versa,,Si,EDOMEX,139200.0
2020,,Beat,,Si,CDMX,116000.0
2022,,Clase GLC,,No,EDOMEX,516000.0
2020,,Versa,,Si,EDOMEX,133600.0
2013,,Civic,,Si,CDMX,103200.0
2020,,SELTOS,,Si,CDMX,178400.0
2019,,Avanza,,Si,Nuevo León,141600.0
2017,,Sonic,,Si,Puebla,105600.0
2019,,A3,,Si,CDMX,319200.0
2016,,Versa,,Si,EDOMEX,92800.0
2013,,Maxima,,Si,Durango,103200.0
2017,,X Trail,,Si,EDOMEX,165600.0
2019,,Aveo,,No,CDMX,104320.0
2018,,Tiguan,,Si,Chiapas,185600.0
2013,,X Trail,,Si,Morelos,110400.0
2021,,Onix,,Si,EDOMEX,127200.0
2017,,Mobi,,Si,Guerrero,74400.0
2017,,March,,Si,CDMX,84800.0
2014,,Versa,,Si,EDOMEX,81600.0
2014,,Vento,,Si,CDMX,81600.0
2022,,RIO,,Si,EDOMEX,154400.0
2018,,March,,Si,CDMX,85600.0
2014,,Jetta Nuevo,,Si,EDOMEX,88800.0
2019,,Beat,,Si,EDOMEX,92000.0
,,Corolla,,Si,Tamaulipas,243200.0
2022,,Ignis,,Si,EDOMEX,128800.0
2013,,RDX,,Si,EDOMEX,128800.0
2016,,Aveo,,Si,EDOMEX,76000.0
,,Ertiga,,Si,CDMX,247200.0
2016,,SORENTO,,Si,CDMX,149600.0
2018,,CRETA,,Si,CDMX,138640.0
2015,,ELANTRA,,Si,CDMX,96000.0
,,Versa,,No,EDOMEX,179200.0
2014,,Attitude,,Si,Nayarit,67760.0
2013,,Jetta Nuevo,,Si,CDMX,93600.0
2015,,Fiesta,,Si,EDOMEX,79200.0
2021,,Versa,,No,EDOMEX,148800.0
2020,,SEDONA,,Si,CDMX,324800.0
2019,,SORENTO,,Si,EDOMEX,205600.0
2013,,Spark,,Si,CDMX,47680.0
2015,,Encore,,Si,CDMX,122400.0
2019,,Frontier,,Si,Hidalgo,205600.0
2020,,Versa,,No,CDMX,142400.0
2021,,Vento,,Si,CDMX,132800.0
2013,,Altima,,Si,EDOMEX,81600.0
2015,,Prius,,Si,Baja California,116000.0
2018,,Mazda 2,,Si,EDOMEX,124000.0
2016,,Jetta Nuevo,,Si,CDMX,111200.0
2019,,Mazda 3,,Si,Aguascalientes,177600.0
2016,,March,,Si,CDMX,79200.0
2017,,Versa,,Si,Querétaro,103200.0
2020,,Prius,,Si,CDMX,192800.0
2018,,Mobi,,Si,Querétaro,82400.0
2017,,CRETA,,Si,CDMX,139200.0
2018,,Versa,,Si,CDMX,100000.0
2016,,2008,,Si,EDOMEX,109600.0
2019,,Versa,,Si,CDMX,136800.0
2014,,Vento,,Si,EDOMEX,81600.0
2013,,Town,,Si,EDOMEX,102400.0
2014,,Eco Sport,,Si,Jalisco,106400.0
2017,,Serie 2,,Si,CDMX,210400.0
2018,,SPORTAGE,,Si,CDMX,180000.0
2013,,Explorer,,Si,EDOMEX,144800.0
2017,,Prius,,Si,EDOMEX,164800.0
2014,,Vento,,Si,CDMX,78400.0
2016,,SPORTAGE,,Si,Puebla,130400.0
2019,,Attitude,,Si,EDOMEX,98400.0
2023,,GRAND I10,,No,Michoacán,154240.0
2018,,SOUL,,Si,CDMX,130400.0
2016,,Mazda 3,,Si,CDMX,119200.0
2015,,Verano,,Si,EDOMEX,107200.0
2013,,Town,,No,EDOMEX,102400.0
2019,,CLASE V,,Si,EDOMEX,380800.0
2018,,Jetta Nuevo,,Si,Morelos,124800.0
2016,,Figo,,Si,Coahuila,73600.0
2017,,X Trail,,Si,Tamaulipas,175200.0
2016,,Aveo,,Si,Puebla,70400.0
2013,,S60,,Si,CDMX,105600.0
2019,,Polo,,Si,CDMX,120000.0
2013,,Golf,,Si,EDOMEX,108000.0
2018,,March,,Si,EDOMEX,64800.0
2023,,iX1,,Si,Morelos,680000.0
2016,,Fiesta,,No,EDOMEX,85600.0
2018,,Sentra,,Si,CDMX,128800.0
2022,,City,,Si,Puebla,216800.0
2013,,SRX,,Si,CDMX,125600.0
2019,,Frontier,,Si,EDOMEX,301600.0
2015,,Fiesta,,Si,CDMX,79200.0
2017,,Yaris,,Si,EDOMEX,106400.0
2013,,Focus,,Si,Querétaro,74400.0
2018,,Frontier,,Si,EDOMEX,193600.0
2017,,SOUL,,Si,CDMX,157600.0
2022,,Onix,,No,CDMX,138400.0
2018,,X1,,No,Puebla,213600.0
2014,,Versa,,Si,CDMX,81600.0
2013,,Attitude,,Si,Puebla,60720.0
2013,,CR-Z,,Si,CDMX,92800.0
2016,,Tiida,,Si,CDMX,80000.0
2019,,HR-V,,Si,CDMX,180800.0
2018,,Versa,,Si,EDOMEX,100000.0
2016,,Prius,,Si,EDOMEX,140000.0
2015,,Versa,,Si,CDMX,87200.0
2013,,Fiesta,,Si,Coahuila,65600.0
2018,,CX9,,Si,Morelos,256000.0
2013,,Altima,,Si,Puebla,90400.0
2013,,Focus,,Si,Hidalgo,74400.0
2019,,Jetta Nuevo,,Si,CDMX,159200.0
2014,,Aveo,,Si,CDMX,61840.0
2021,,XC40,,Si,EDOMEX,355200.0
2020,,FORTE,,Si,CDMX,156000.0
2015,,Duster,,Si,EDOMEX,96800.0
2019,,Beat,,Si,CDMX,87200.0
2017,,Spark,,Si,EDOMEX,80640.0
2017,,Versa,,Si,CDMX,103200.0
2020,,NIRO,,Si,CDMX,236000.0
2019,,Aveo,,Si,EDOMEX,114720.0
2013,,HD,,No,Chihuahua,182000.0
2013,,Jetta Nuevo,,Si,Morelos,87200.0
2015,,Fiesta,,Si,CDMX,77600.0
,,Virtus,,Si,Nuevo León,236800.0
,,Mazda 3,,No,EDOMEX,244800.0
2021,,Kwid,,Si,CDMX,101600.0
,,Tracker,,No,EDOMEX,227200.0
2013,,Odyssey,,Si,CDMX,162400.0
2021,,Kwid,,Si,Morelos,105600.0
2020,,Beat,,Si,CDMX,95200.0
2019,,Vento,,Si,CDMX,115200.0
2018,,Figo,,Si,Guerrero,98960.0
2019,,FORTE,,Si,EDOMEX,144800.0
2020,,ELANTRA,,Si,EDOMEX,153360.0
2013,,Aveo,,No,Hidalgo,60480.0
2015,,Odyssey,,Si,CDMX,171200.0
2019,,Aveo,,Si,CDMX,104320.0
2013,,ILX,,Si,EDOMEX,104800.0
2016,,Vento,,Si,EDOMEX,96000.0
2019,,Mirage,,Si,CDMX,98080.0
2013,,March,,Si,EDOMEX,58400.0
2016,,MINI,,Si,EDOMEX,135200.0
2023,,MG5,,Si,EDOMEX,151200.0
2018,,Versa,,Si,EDOMEX,117600.0
2017,,Neon,,Si,Puebla,99280.0
2021,,GRAND I10,,Si,Puebla,116320.0
2016,,Aveo,,Si,Morelos,72000.0
2023,,Baleno,,Si,CDMX,184800.0
2013,,Scala,,Si,EDOMEX,50640.0
2014,,Gol,,Si,CDMX,65600.0
2019,,VELAR,,Si,EDOMEX,643200.0
2014,,Ram 2500,,Si,EDOMEX,203200.0
2016,,Fiesta,,Si,CDMX,88800.0
2020,,SPORTAGE,,Si,EDOMEX,228800.0
2013,,Tiida,,Si,CDMX,59840.0
2014,,500,,Si,Baja California,106400.0
2020,,Beat,,Si,Puebla,96000.0
2021,,Duster,,No,Veracruz,169600.0
2013,,Camry,,Si,EDOMEX,94400.0
2014,,208,,Si,Puebla,74400.0
2018,,Prius,,Si,CDMX,157600.0
2023,,Clase E,,Si,EDOMEX,875200.0
2019,,Eco Sport,,Si,CDMX,168800.0
2022,,Vento,,Si,EDOMEX,152800.0
2014,,Tiida,,Si,EDOMEX,65680.0
2018,,Stepway,,Si,EDOMEX,108160.0
2015,,Logan,,Si,CDMX,65120.0
2023,,KICKS,,Si,CDMX,204800.0
,,MG5,,Si,EDOMEX,160000.0
2022,,Renegade,,Si,Hidalgo,241600.0
2019,,301,,Si,CDMX,111200.0
2016,,Versa,,Si,Veracruz,98400.0
2017,,Impreza,,Si,Chihuahua,152000.0
2016,,Toledo,,Si,Querétaro,94400.0
2018,,Attitude,,Si,CDMX,92000.0
2016,,GRAND I10,,Si,EDOMEX,89600.0
2016,,Tiida,,Si,Puebla,80000.0
2022,,Ibiza,,Si,CDMX,192000.0
2016,,TUCSON,,Si,Nuevo León,162400.0
2019,,MDX,,Si,CDMX,336000.0
2013,,Clase A,,No,EDOMEX,112000.0
2016,,Versa,,No,Hidalgo,93600.0
2018,,Ibiza,,Si,CDMX,132000.0
2016,,Versa,,No,CDMX,93600.0
2017,,Neon,,Si,EDOMEX,99360.0
2022,,Mirage,,Si,Quintana Roo,125840.0
2018,,Duster,,Si,CDMX,112000.0
2014,,March,,Si,EDOMEX,76000.0
2016,,Mazda 3,,Si,EDOMEX,125600.0
2016,,JETTA TRENDLINE ,,Si,CDMX,56000.0
2020,,Versa,,Si,CDMX,144000.0
2018,,FORTE,,Si,CDMX,112800.0
2017,,XC60,,Si,Hidalgo,186400.0
2023,,Logan,,Si,Aguascalientes,187200.0
,,Kwid,,Si,Tamaulipas,126400.0
2013,,Grand Vitara,,Si,CDMX,103200.0
2015,,Mazda 3,,Si,CDMX,111200.0
2015,,Ibiza,,No,EDOMEX,88800.0
2019,,Swift,,Si,EDOMEX,131200.0
2018,,Logan,,Si,CDMX,93600.0
2023,,Pulse,,Si,EDOMEX,200000.0
2018,,FAW,,No,CDMX,71200.0
2020,,Civic,,Si,Tlaxcala,205600.0
2016,,Mazda 3,,Si,EDOMEX,137600.0
2018,,Vento,,Si,Puebla,108800.0
2023,,L200,,Si,Sinaloa,404000.0
2023,,Groove,,Si,CDMX,192800.0
2021,,URVAN VAN,,Si,EDOMEX,242400.0
2016,,Mazda 6,,Si,EDOMEX,136000.0
2015,,Captiva,,Si,EDOMEX,101600.0
2018,,Jetta Nuevo,,Si,Morelos,131200.0
2013,,Altima,,Si,Sinaloa,84000.0
,,V-DRIVE,,Si,EDOMEX,156000.0
2016,,Spark,,No,CDMX,52920.0
2014,,Versa,,No,CDMX,69300.0
2019,,Koleos,,Si,EDOMEX,178500.0
2020,,Vento,,Si,Morelos,113400.0
2017,,370Z,,Si,EDOMEX,238700.0
2020,,Aveo,,Si,CDMX,101710.0
2017,,SPORTAGE,,No,EDOMEX,160300.0
2019,,Vento,,Si,CDMX,121600.0
,,MDX,,Si,Coahuila,350000.0
2018,,Grand Cherokee,,Si,CDMX,277200.0
2016,,Jetta Nuevo,,Si,Querétaro,93800.0
2014,,Sonic,,Si,CDMX,76000.0
2019,,Kwid,,No,CDMX,89600.0
2020,,Prius,,Si,CDMX,152600.0
2018,,Trax,,Si,CDMX,120400.0
2020,,Vento,,Si,CDMX,103600.0
2017,,GRAND I10,,Si,Puebla,83370.0
2020,,A3,,Si,CDMX,253600.0
2016,,Aveo,,Si,Morelos,63700.0
2018,,RIO,,Si,EDOMEX,130200.0
2017,,Aveo,,Si,CDMX,74200.0
2019,,Aveo,,Si,CDMX,94920.0
2013,,A5,,Si,CDMX,133000.0
2015,,Ibiza,,Si,CDMX,82600.0
2020,,Aveo,,Si,EDOMEX,101710.0
2019,,ACCENT,,Si,Morelos,106750.0
,,MG5,,Si,CDMX,163100.0
2015,,Jetta Clasico,,Si,CDMX,79100.0
2019,,Figo,,Si,CDMX,99760.0
2016,,Versa,,Si,CDMX,86100.0
2013,,Beetle,,Si,EDOMEX,91700.0
2019,,Versa,,Si,Morelos,98700.0
2021,,Mazda 3,,Si,Tamaulipas,182000.0
2013,,Avanza,,Si,EDOMEX,81900.0
2017,,Regal,,Si,Morelos,154700.0
2021,,Kwid,,No,EDOMEX,89600.0
2013,,Corolla,,Si,Baja California,79800.0
2018,,Versa,,Si,CDMX,86100.0
2015,,Clase M,,Si,EDOMEX,228900.0
2015,,Explorer,,Si,EDOMEX,156100.0
2016,,Gol,,Si,CDMX,67200.0
2013,,Versa,,Si,EDOMEX,63140.0
2020,,RIO,,Si,CDMX,121800.0
2023,,C5,,Si,CDMX,235900.0
2014,,Captiva,,Si,Morelos,90300.0
2013,,CONVERTIBLE,,Si,CDMX,139300.0
2017,,VERSA,,,,84000.0
2022,,ZS,,Si,EDOMEX,160300.0
2013,,Civic,,Si,Morelos,88200.0
2016,,Beetle,,Si,EDOMEX,149800.0
2017,,Figo,,Si,CDMX,72730.0
2015,,Tiida,,Si,CDMX,65800.0
2016,,Leon,,Si,CDMX,117600.0
2018,,FORTE,,Si,Jalisco,116200.0
2014,,Fluence,,Si,Hidalgo,65800.0
2018,,Tiguan,,Si,Puebla,234500.0
,,Camry,,Si,CDMX,268100.0
2015,,Versa,,No,CDMX,76300.0
2019,,Clase GLA,,Si,EDOMEX,255500.0
2013,,Jetta Nuevo,,Si,CDMX,73500.0
2019,,Yaris,,Si,CDMX,111300.0
2019,,Urvan,,No,EDOMEX,239400.0
,,Compass,,Si,Puebla,316400.0
2016,,A5,,Si,Tlaxcala,158900.0
2015,,Lancer,,Si,CDMX,88800.0
2015,,Vento,,Si,CDMX,73500.0
2017,,Spark,,Si,EDOMEX,79170.0
2021,,Versa,,Si,Baja California,138600.0
2016,,CX5,,Si,CDMX,137200.0
2013,,Mazda 3,,Si,EDOMEX,72800.0
2015,,Journey,,Si,CDMX,105700.0
,,Raize,,No,CDMX,191800.0
2013,,Altima,,Si,Puebla,72800.0
2019,,RIO,,Si,EDOMEX,102900.0
2019,,F-350,,Si,EDOMEX,311500.0
,,Versa,,No,Puebla,157500.0
2019,,Toledo,,Si,Tlaxcala,127200.0
2014,,CBO,,Si,Aguascalientes,41300.0
2018,,Serie 3,,Si,CDMX,219800.0
2015,,Swift,,Si,Aguascalientes,94400.0
2019,,Renegade,,Si,CDMX,158900.0
2017,,MKZ,,Si,EDOMEX,168700.0
2013,,Fluence,,Si,CDMX,66500.0
2013,,Sentra,,Si,EDOMEX,70000.0
,,Mazda 3,,Si,CDMX,210700.0
2020,,Avanza,,Si,Yucatán,136500.0
2018,,FORTE,,Si,CDMX,127400.0
2019,,Toledo,,Si,Puebla,116900.0
2018,,Beat,,Si,EDOMEX,79100.0
2021,,Tiguan,,Si,CDMX,254800.0
2020,,T-Cross,,Si,EDOMEX,156100.0
2013,,Patriot,,Si,CDMX,91000.0
2014,,Focus,,Si,EDOMEX,74900.0
2017,,Vento,,No,CDMX,87500.0
2019,,KICKS,,Si,EDOMEX,143500.0
2018,,Vento,,Si,Hidalgo,91700.0
2013,,207,,Si,CDMX,57400.0
2014,,Town,,Si,EDOMEX,86100.0
,,K3,,Si,CDMX,168800.0
2013,,Gol,,Si,CDMX,51100.0
2022,,RIO,,Si,Morelos,135100.0
2013,,Camaro,,Si,CDMX,178500.0
2018,,RIO,,Si,EDOMEX,103600.0
2021,,March,,Si,CDMX,109900.0
2018,,Vento,,Si,Puebla,100100.0
2020,,Beat,,Si,CDMX,102200.0
2022,,Ertiga,,Si,EDOMEX,169400.0
2019,,Sentra,,Si,EDOMEX,123900.0
2015,,Ibiza,,No,EDOMEX,77000.0
2014,,Crafter Pasajeros,,Si,CDMX,190400.0
2013,,Sentra,,No,Hidalgo,70000.0
2017,,Vento,,Si,CDMX,99400.0
2017,,Jetta Nuevo,,Si,Nuevo León,101500.0
2018,,ATECA,,Si,CDMX,175700.0
2016,,Aveo,,Si,EDOMEX,62300.0
2020,,Beat,,Si,CDMX,88900.0
2013,,Jetta Clasico,,Si,Tlaxcala,65100.0
,,Versa,,Si,EDOMEX,157500.0
2016,,A3,,Si,CDMX,136500.0
2013,,Town,,Si,CDMX,92000.0
2016,,March,,Si,Guanajuato,63700.0
2016,,Golf Sport Wagen,,Si,CDMX,115500.0
2018,,Aveo,,Si,EDOMEX,92820.0
2017,,Figo,,Si,Jalisco,73640.0
2015,,Versa,,Si,EDOMEX,75600.0
,,Jetta Nuevo,,Si,CDMX,219100.0
2016,,Attitude,,Si,EDOMEX,63000.0
2016,,Aveo,,Si,CDMX,66500.0
2013,,RDX,,Si,CDMX,114100.0
2013,,Ibiza,,Si,Hidalgo,65100.0
2013,,Spark,,Si,EDOMEX,47680.0
2020,,March,,Si,CDMX,104300.0
2013,,Jetta Clasico,,Si,CDMX,71400.0
2018,,March,,Si,CDMX,94500.0
,,Enclave,,No,Tlaxcala,350000.0
2017,,Sentra,,Si,EDOMEX,107100.0
2017,,Clase GLC,,Si,CDMX,244300.0
2013,,Jetta Nuevo,,Si,CDMX,81200.0
2018,,Versa,,No,Guerrero,98000.0
2023,,Tiggo 8 pro,,Si,San Luis Potosí,267400.0
2021,,X1,,Si,CDMX,288400.0
2023,,Clase GLB,,Si,CDMX,350000.0
2016,,Aveo,,Si,CDMX,65100.0
2013,,Pathfinder,,Si,CDMX,111300.0
2016,,Maxima,,Si,Nuevo León,149800.0
2018,,Aveo,,Si,EDOMEX,92820.0
2017,,Sonic,,Si,CDMX,85400.0
2023,,Tracker,,Si,CDMX,196000.0
2021,,Chasis Cabina,,Si,EDOMEX,194600.0
2019,,Tiguan,,No,San Luis Potosí,200900.0
2022,,Journey,,Si,CDMX,252700.0
2013,,Journey,,Si,EDOMEX,93100.0
2014,,Journey,,Si,CDMX,96600.0
2016,,Uno,,Si,Puebla,70000.0
2019,,Beat,,Si,CDMX,91000.0
2016,,Fusion,,Si,Veracruz,103600.0
2013,,Tiida,,No,CDMX,55580.0
,,CS55 Plus,,No,EDOMEX,240100.0
2015,,Vision,,Si,Puebla,65800.0
2017,,Neon,,Si,Morelos,86940.0
2013,,Q7 ELITE 3.0 TFSI TRIPTONIC,,Si,CDMX,159600.0
2013,,Sentra,,Si,CDMX,69300.0
2023,,Clase E,,No,EDOMEX,599200.0
2018,,ACCENT,,Si,EDOMEX,99820.0
2019,,GRAND I10,,Si,Nuevo León,95760.0
2020,,COUNTRYMAN,,Si,Oaxaca,219100.0
2017,,KICKS,,Si,Aguascalientes,130200.0
2023,,XT4,,Si,CDMX,350000.0
2023,,Versa,,Si,EDOMEX,148400.0
,,Kwid,,No,Jalisco,114100.0
,,Serie 4,,Si,EDOMEX,350000.0
,,Onix,,Si,CDMX,152600.0
2022,,Virtus,,Si,CDMX,147700.0
2016,,SOUL,,No,CDMX,101500.0
2014,,Escape,,Si,CDMX,98000.0
2016,,Toledo,,Si,EDOMEX,82600.0
2020,,Camry,,Si,CDMX,212100.0
2014,,Yuan,,Si,CDMX,376000.0
2014,,Serie 3,,Si,CDMX,130200.0
2018,,Neon,,Si,EDOMEX,102130.0
2023,,Alsvin,,Si,CDMX,109620.0
2015,,Silverado 1500,,Si,EDOMEX,135100.0
2019,,March,,Si,EDOMEX,104300.0
2019,,Versa,,Si,EDOMEX,98700.0
2015,,Chrysler 200,,Si,EDOMEX,84000.0
2022,,Mustang,,Si,EDOMEX,350000.0
2013,,Versa,,Si,CDMX,63000.0
2015,,Jetta Nuevo,,Si,CDMX,86800.0
2013,,Gol,,Si,Guerrero,51100.0
2015,,Ibiza,,Si,CDMX,77000.0
2013,,Fiesta,,Si,Querétaro,53830.0
2016,,Ciaz,,Si,Puebla,77000.0
2021,,A1,,Si,EDOMEX,235900.0
2014,,Cruze,,Si,CDMX,71200.0
2017,,MX5,,Si,EDOMEX,151900.0
2013,,Escalade,,Si,CDMX,198800.0
2021,,Kwid,,Si,Puebla,89600.0
2020,,D20,,Si,Puebla,74900.0
2018,,A1,,Si,EDOMEX,175000.0
2013,,Jetta Nuevo,,Si,EDOMEX,77000.0
2013,,Tiida,,Si,CDMX,61670.0
2017,,Prius,,Si,CDMX,147000.0
2018,,Journey,,Si,CDMX,158900.0
,,Attitude,,Si,EDOMEX,144200.0
2018,,Versa,,Si,CDMX,91000.0
2018,,SOUL,,Si,CDMX,114800.0
2016,,March,,Si,EDOMEX,87500.0
2017,,Attitude,,Si,Puebla,72100.0
2015,,Versa,,Si,CDMX,74900.0
2020,,Vento,,No,EDOMEX,119000.0
2017,,Versa,,Si,CDMX,84700.0
2015,,208,,Si,Puebla,74200.0
2018,,XT5,,Si,CDMX,226100.0
2017,,GRAND I10,,Si,CDMX,72660.0
2020,,Versa,,Si,EDOMEX,118300.0
2017,,Vento,,Si,Puebla,92400.0
2015,,Prius,,Si,EDOMEX,116000.0
2019,,F-150,,Si,EDOMEX,268100.0
2014,,Mazda 3,,Si,CDMX,95900.0
2017,,Vento,,Si,Tlaxcala,92400.0
2020,,Sentra,,Si,EDOMEX,149100.0
2013,,Accord,,Si,CDMX,96600.0
2018,,FORTE,,Si,EDOMEX,107800.0
2017,,Attitude,,Si,Tabasco,72100.0
2019,,Beat,,Si,EDOMEX,80500.0
2014,,Passat,,Si,EDOMEX,100800.0
2018,,March,,No,Morelos,87500.0
2019,,Mazda 3,,Si,CDMX,153300.0
2017,,Jetta Nuevo,,No,EDOMEX,101500.0
2018,,X1,,Si,CDMX,212100.0
2019,,X2,,Si,CDMX,250600.0
2018,,Versa,,Si,CDMX,104300.0
2019,,Figo,,Si,Tlaxcala,88900.0
2021,,SPORTAGE,,Si,Hidalgo,191800.0
2014,,Patriot,,Si,EDOMEX,93800.0
2017,,FORTE,,Si,EDOMEX,119000.0
2019,,Versa,,Si,EDOMEX,105700.0
